key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_src.src_braze_turbotax_email_click,Source Braze Turbotax Email Click,<p>This event occurs when a user clicks an email. Multiple events may be generated for the same campaign if a user clicks multiple times or clicks different links within the email.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_campaigns_enrollincontrol,Source Braze Turbotax Campaigns Enroll In Control,<p>This event occurs when a user is enrolled in a control variant set on a multi-variant campaign. This event is generated as there will be no channel send event for this user.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_pushnotification_iosforeground,Source Braze Turbotax Push Notification iOS Foreground,"<p>This event occurs if a push was sent while the iOS app was in the foreground. Whether the user sees the push when the app is in the foreground, is determined by how your developers have integrated the iOS SDK for foreground push handling</p>",N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_pushnotification_bounce,Source Braze Turbotax Push Notification Bounce,"<p>This event occurs when an error is received from either Apple Push Notification Service or Fire Cloud Messaging. This means that the push message was bounced, and therefore not delivered to the user’s device.</p>",N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_email_open,Source Braze Turbotax Email Open,<p>This event occurs when a user opens an email. Multiple events may be generated for the same campaign if a user opens the email multiple times.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.trn_form_import,Transaction Reference Number Form Import,"<p>Turbo Tax users can import forms such as W2, 1098, 1040 etc. from various financial platforms such as ADP. This table contains metadata about form imports from partner platforms to TurboTax</p>",N/A,,"[""compliance.ccpa"", ""product.turbo_tax""]",,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.visitor_session_global,Visitor Session Global,"<div><p>Contains one row per session (visit). Every session ends when there is 30 minutes of inactivity. One session can contain multiple authentications, if a visitor logs in to multiple accounts. For session breakdown by authentication look at @tax_src.auth_session_global table. Many attributes in this table are structs, meaning the they have nested sub-fields accessd with dot-notation, e.g. first_campaign.timestamp</p><p><a href=""https://wiki.intuit.com/pages/viewpage.action?pageId=624126418"">https://wiki.intuit.com/pages/viewpage.action?pageId=624126418</a> - more details on the fields</p></div>",N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,tfayruzov;jdolloff,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.sub_auth_credit_campaign_global,Authenticated Credit Campaign,"<div><p>The list of campaigns which are credited with bringing the authenticated user back to the Turbo Tax platform for the given tax year.</p><pre>/**
 * 
 * 1. Take the Intuit user authentication records for the platform (auth_id) and find the first 
 *    authentication that happened for each user in the tax season (ex. TY 2019).
 * 
 * 2. Now find all the user's devices (ivids) associated with the user across all sessions both 
 *    prior to the first login and after the first login (logged in session or not: this includes 
 *    all sessions).
 * 
 * 3. Find the session closest in time to the first login which has a campaign associated
 *    to the session.  The session could be related to the device the user first authenticated on
 *    or could be related to a session on a different device.  The session MUST be within a 30 day
 *    window prior to the first login, and no older. If no session with campaign found, assign a ""non-campaign""
 *    attribution from the login session.
 * 
 * 4. Finally, the end result should be a single row for each unique user on the Intuit platform which
 *    contains the first authentication along with the first session related to the authentication with
 *    an associated campaign
 *
 * NOTE: Any session with campaign information older than 30 days from the first login session date 
 *       is filtered out of the result set.  There will be only a single entry per auth_id which MAY
 *       include a visit (session) with campaign information within 30 day window prior to first 
 *       authentication. All other records are filtered.  As new information comes in, i.e. user logs
 *       in on a phone which had a session prior to the ""first login for tax season"", we fully expect
 *       campaign attribution (credit) to change since the phone may have been used to click a campaign
 *       link before the user signed in on another device.  Later information can change the outcome
 *       of campaign attribution.
 *
 * in: auth_session_global, visitor_session_global
 * out: sub_auth_credit_campaign
 * 
 */</pre><p><a href=""https://wiki.intuit.com/display/IDataEng/sub_auth_credit_campaign"">https://wiki.intuit.com/display/IDataEng/sub_auth_credit_campaign</a></p></div>",N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,jingram1,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.tto_mapping_segment,Tto Mapping Segment,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_skillmap_skills,Source Skillmap Skills,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.ttl_retail_upgrade,Turbotax Live Retail Upgrade,<p>This table contains ttl retail activation logs (Turbo Tax Online). It is ingested in Real-time from Kafka Topic: ctg-businessevent using Intuit's SPP (Stream Processing Platform). It is a source table so it will have duplicate values. . Refer to Design Doc: https://wiki.intuit.com/display/IDataEng/TTO+ORDERS+Target+State for more information</p>,N/A,,null,,,amuthusamy1;kcornejo,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.axc_us_helpful_votes_all,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_full_service_clickstream_filtered,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.adtp_tto_abandonment_src,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.text_analytics_prs,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_skillmap_forecast_groups,Source Skillmap Forecast Groups,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_skillmap_skill_groups,Source Skillmap Skill Groups,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.text_analytics_direct_bazaarvoice,Text Analytics Direct Bazaar Voice,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.fact_clickstream_psd,Fact Clickstream (Pseudonym_Id),"<div><p>This table contains Turbo Tax clickstream data that was instrumented through Segment, then sent to Adobe then ingested into the Data Lake through the Event Collection Standard (ECS) pipeline.</p><p><br></p><p>It contains many columns created by Adobe data feed from raw clickstream table <a data-oid=""426316"" data-otype=""table"" href=""/table/426316/"">tax_src.ecs_clickstream_stg (STAGE table - ECS Clickstream Stage)</a> for convenience, but all ECS properties are mapped from evar/prop notation to user-friendly property names as they appear in the source events (I starred most of the ECS properties, sort by star to see them first, please add whatever is missing).</p><p><br></p><p>Data pipeline diagram reference: <a href=""https://wiki.intuit.com/display/IDataEng/ECS+Clickstream+overview"">https://wiki.intuit.com/display/IDataEng/ECS+Clickstream+overview</a></p></div>",N/A,,null,<p>Table Titled - no<br>Table Described - yes<br>Columns Titled - 3%<br>Columns Described - 0%<br></p>,,tfayruzov;lpaulsen;jbowen1,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_mxs_idp_ml_routing,ML Routing,<p>This table gives the data for machine learning model</p>,N/A,,null,,,vamudalapal;scheema1,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.temp_dedup_src_mxs_idp_ml_routing_history,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.w2_user_agent_ty19,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_mxs_idp_ml_routing_delta_history,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.w2_source_ty19,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_mxs_idp_ml_routing_history,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.w2_edits_ty19,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.w2_auth_base_ty19,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.sub_clickstream_tt_start_first,,"<p><a href=""https://wiki.intuit.com/display/IDataEng/sub_clickstream_tt_start_first"">https://wiki.intuit.com/display/IDataEng/sub_clickstream_tt_start_first</a></p>",N/A,,"[""compliance.ccpa"", ""product.turbo_tax""]",<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.behavioral_analytics_master_psd_global,Behavioral Analytics Master Pseudonym_Id Global Table (STAGE DATA ONLY),,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_behaviors_uninstall,Braze Uninstall,<p>This event occurs when a user uninstalls an app. Use this data to track when users uninstall an app.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_behaviors_session_start,Source Braze Turbotax Behaviors Session Start,<p>This event occurs when a user starts a session. Use this data to track when users start sessions.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_campaigns_conversion,Source Braze Turbotax Campaigns Conversion,<p>This event occurs when a user does an action that has been set as a conversion event in a campaign.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_pushnotification_open,Source Braze Turbotax Push Notification Open,"<p>This event occurs when a user directly clicks on the Push notification to open the application. Currently, Push Open Events refer specifically to “Direct Opens” rather than “Total Opens”. This does not include statistics shown at the campaign level of “influenced opens” as these are not attributed at the user level.</p>",N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_random_bucket_number_update,Source Braze Turbotax Random Bucket Number Update,"<p>This user event occurs every time a new user is created within their app group. During this event, each new user gets assigned a random bucket number that you can then use to create uniformly distributed segments of random users. Use this to group a range of random bucket number values and compare performance across your campaigns and campaign variants.</p>",N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_behaviors_customevent,Source Braze Turbotax Behaviors Custom Event,<p>This event occurs when a specific custom event is triggered. Use this to track when users perform custom events in your application.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_responsys_turbotax_skipped,Source Responsys Turbotax Skipped,"<p>Responsys is a third party vendor used to send marketing campaign emails. This table contains contact Event Data exported from Oracle Responsys Connect for the ""Skipped"" event type. This event type tracks individual recipients who were skipped when launching a campaign</p>",N/A,,null,,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_responsys_turbotax_bounce,Source Responsys Turbotax Bounce,"<p>Responsys is a third party vendor used to send marketing campaign emails. This table contains contact Event Data exported from Oracle Responsys Connect for the ""Bounced"" event type. This event type tracks individual bounce transactions</p>",N/A,,null,,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_responsys_turbotax_opt_out,Source Responsys Turbotax Opted Out,"<p>Responsys is a third party vendor used to send marketing campaign emails. This table contains contact Event Data exported from Oracle Responsys Connect for the ""Opted Out"" event type. This event type tracks any individual change to permission status value</p>",N/A,,null,,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_responsys_turbotax_sent,Source Responsys Turbotax Sent,"<p>Responsys is a third party vendor used to send marketing campaign emails. This table contains contact Event Data exported from Oracle Responsys Connect for the ""Sent"" event type. This event type tracks messages by recipient by campaign launch that were successfully sent to the target mail server.</p>",N/A,,null,,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_responsys_turbotax_complaint,Source Responsys Turbotax Complaint,"<p>Responsys is a third party vendor used to send marketing campaign emails. This table contains contact Event Data exported from Oracle Responsys Connect for the ""Complaint"" event type. This event type tracks Spam complaints reported by ISPs via feedback loops</p>",N/A,,null,,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_cat_form_field_metadata_triage,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.agg_auth_id_revenue,,,N/A,,"[""compliance.ccpa"", ""product.turbo_tax""]",,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_taxml_temp,Source Taxml Temp,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_fdp_document_service_event,Source From Desktop Product Document Service Event,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_braze_turbotax_behaviors_location,Source Braze Turbotax Behaviors Location,<p>This event is triggered when a user visits a specified location. Use this to track users triggering location events in your app.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_behaviors_session_end,Source Braze Turbotax Behaviors Session End,"<p>This occurs when a user exits your application, therefore ending their current session. Use this data to track when sessions end, and along with the appropriate session start event, calculate the duration of their time in a session.</p>",N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_email_softbounce,Source Braze Turbotax Email Soft Bounce,<p>This event occurs when an Internet Service Provider returns a soft bounce. A soft bounce signifies that an email could not be delivered because of a temporary deliverability failure.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_behaviors_firstsession,Source Braze Turbotax Behaviors First Session,<p>This event occurs when a user starts their first session in your application. Use this data to track when users start sessions.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_canvas_conversion,Source Braze Turbotax Canvas Conversion,<p>This event occurs when a user does an action that has been set as a conversion event in canvas.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_email_delivery,Source Braze Turbotax Email Delivery,<p>This event occurs when an email sent made it successfully to the end-users inbox.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_email_bounce,Source Braze Turbotax Email Bounce,<p>This event occurs when an Internet Service Provider returns a hard bounce. A hard bounce signifies a permanent deliverability failure.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_canvas_entry,Source Braze Turbotax Canvas Entry,<p>This event occurs when a user enters into the canvas. This event tells you which variant the user entered into.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_behaviors_newsfeedimpression,Source Braze Turbotax Behaviors News Feed Impression,"<p>This event occurs when the user views the entire News Feed, not a specific News Feed Card. Use this to track users viewing the News Feed.</p>",N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_braze_turbotax_webhook_send,Source Braze Turbotax Webhook Send,<p>This event occurs when a webhook was processed and sent to the third party specified in that webhook. Note that this does not signify whether or not the request was received.</p>,N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_sw_agent_schedule_actual,Service Swiped Agent Schedule Actual,,N/A,,null,,,crajendran1;rpal,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_sw_agent_schedule_preference,Service Swiped Agent Schedule Preference,,N/A,,null,,,crajendran1;rpal,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_sw_agent_schedule_preference_shift,Service Swiped Agent Schedule Preference Shift,,N/A,,null,,,crajendran1;rpal,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_braze_turbotax_email_send,Source Braze Turbotax Email Send,"<p>This event occurs when an email send request was successfully communicated between Braze and Sendgrid. Though, this does not mean the email was received in the end-user’s inbox</p>",N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,avasquezlam;gnarayana,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
tax_src.src_efe_submission_meta_data,Meta Data table with the filing details,<p>It is used to link with form_usage_data (FUD) to get the tax information by each filer.</p>,N/A,,null,,,srepaka;ppenugonda,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.fact_sf_b2c_case,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.src_mxs_idp_ml_routing_delta,,,N/A,,null,,,,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,,
tax_src.dim_page_url,Dim Page Url,"<p>This table contains a parsed out version of the originating domain and groups for the page urls. For details about how this table is populated, refer https://wiki.intuit.com/display/IDataEng/dim_page_url. This table is partitioned at hour level  for ETLs using other transactional tables. For analytics/insights, tax_src.dim_page_url_global  table that should be used by default._global is a union of all the hours from this table along with data being deduped</p>",N/A,,null,<p>Table Titled - no<br>Table Described - no<br>Columns Titled - 0%<br>Columns Described - 0%<br></p>,,kliu2;tfayruzov,,N/A,N/A,N/A,,N/A,,,N/A,N/A,,INCOMPLETE,
