key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_rpt.monetization_analytics_master_ytd_vw.first_neauth_date_adj,First Neauth Date Adj,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.min_non_ca_audit_defense_attach_timestamp,Mint Non Company Audit Defense Attach Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.directory_login_manager,Agent Manager Corp ID Historical,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.csi_states,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.ans_cr_val,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.case_service_type,Case Service Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.resolution_txt,Resolution Text,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.cu_parent_app,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.cct_first_queue,Check Column Txheader First Queue,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.profile,Profile,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.product_experience,Product Experience,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.service_type_survey,Service Type Survey,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.reports_to_ops,Reporting Operations Manager,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.csi_filing_healthcare,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.mission_strategy,Mission Strategy,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.ans_tt_cares_val,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.directory_login,Directory Login,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.satisfaction_comm,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.handled_docs_with_time_flag,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.node3,Node 3,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.skill_map_id,Skill Map Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.satisfaction_reason,Satisfaction Reason,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.survey_flg,Survey Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.case_dropped_flg,Case Dropped Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.case_milestone,Case Milestone,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.ans_conf_corr_val,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.ans_ease5_val,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.case_skill_function,Case Skill Function,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.case_queue,Case Queue,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.business_unit_name,Business Unit Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.theme,Theme,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.mission_security,Mission Security,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.ans_np_val,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.nodoubt_reason,No Doubt Reason,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.creator_type,Creator Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.product_pick,Product Pick,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.group1,Group 1,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.group2,Group 2,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.node1,Node 1,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.current_agent_status_name,Current Agent Status Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.csi_federal,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.product_tags,Product Tags,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.satisfaction_need,Satisfaction Need,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.current_current_segment,Most Current Segment,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.mission_personal_tax,Mission Personal Tax,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.mission_self_employed,Mission Self Employed,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.app_type,App Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.company,Company,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.alm_intuit_manager_name,ALM Sourced Intuit Manager Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.mission_monetize,Mission Mo Ne Ti Ze,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.mission_open_platform,Mission Open Platform,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.model_name,Model Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.ans_ease5_txt,Answer Ease 5 Text,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.group4,Group 4,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.screen_id,Screen Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.survey_incl_flg,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.mission_open_platform_weight,Mission Open Platform Weight,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_prf.prs_score,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_prf.edits,Edits,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_prf.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_prf.accuracy_edits,Accuracy Edits,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.mission_self_employed_weight,Mission Self Employed Weight,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.cares_num,Cares Num,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.total_handled_time,Total Handled Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_prf.ocr_attempt_flag,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_prf.accuracy,Accuracy,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.group1_weight,Group 1 Weight,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.csi_tech_mob_login_weight,Credential Set Id Techrequirements Mobile Login Weight,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.mission_monetize_weight,Mission Mo Ne Ti Ze Weight,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.glance_owner_flg,Glance Owner Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_prf.deletes,Deletes,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cases_voc.node2_weight,Node 2 Weight,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.product_analytics_master.first_neauth_date,First Neauth Date,<p>The first date within a Tax Year a user authenticated into TTO.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.rpt_auth_fact_clickstream_daily_summary_historical.start_clickstream_ind,Start Clickstream Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_auth_fact_clickstream_daily_summary_historical.dwh_creation_datetime,Data Warehouse Creation Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_auth_fact_clickstream_daily_summary_historical.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.ps_phone_handled_minutes,Premium Service Phone Handled Minutes,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.ta_phone_handled_minutes,Tax Analyst Phone Handled Minutes,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.monetization_see_ttl_upsell,Monetization See TurboTax Live Upsell,<p>Did a customer see the TurboTax Live bundle upsell</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.total_premium_services_revenue,Total Premium Services Revenue,<p>The amount a customer paid for the premium services bundle</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.start_sku,Start SKU,"<p>The first SKU or Product, such as Free, Deluxe, Premier, Self Employed, etc. a user was in when they started tax prep.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.tax_year,Tax Year,<p>The Tax Year when the user encountered the experiment</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.first_auth_prod,First Auth Prod,<p>What is the first product someone authed into</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.auth_detach_max_flag_date_adj,Auth Detach Max Flag Date Adj,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.min_plus_source,Min Plus Source,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.auth_first_required_take_date_adj,Auth First Required Take Date Adj,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.plus_name_attach,Plus Name Attach,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.min_non_ca_refund_transfer_attach_timestamp,Mint Non Company Refund Transfer Attach Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.min_mindbender_attach_timestamp,Min Mindbender Attach Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.auth_detach_plus_flag_date_adj,Auth Detach Plus Flag Date Adj,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.min_ttl_source,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.num_qb_subscription_attach,Num Qboa Subscription Attach,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.auth_first_ttl_see_date_adj,Auth First Total See Date Adj,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.auth_first_required_see_date_adj,Auth First Required See Date Adj,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.min_ttl_attach_timestamp,Mint Total Attach Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.num_state_attach,Num State Attach,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.monetization_analytics_master_ytd_vw.num_refund_transfer_attach,Num Refund Transfer Attach,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info.first_neauth_datetime,First Neauth Datetime,<p>The first date within a Tax Year a user authenticated into Turbo Tax Online (TTO).</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.request_uuid_info.tax_year,Tax Year,<p>Tax year derived from the date of the clickstream event.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.insert_datetime,Insert Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info.first_completed_date,First Completed Date,"<p>The first date within a Tax Year a user ""completed"" Tax Prep. UX-wise completion of Tax Prep is defined as either registering for the product, in any free experience, paying with Credit Card, ApplePay, Android Pay, or finally submitting an e-file with paying with Refund Transfer.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.prs_score,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.form_delete_flag,Form Delete Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.reviewed_flag,Reviewed Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.first_neauth_datetime,First Neauth Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.first_completed_date,First Completed Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.tto_segment_hybrid_rollup,Tto Segment Hybrid Rollup,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.accuracy,Accuracy,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.data_source,Data Source,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.platform_type,Platform Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.hit_datetime,Hit Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.accuracy_edits,Accuracy Edits,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.completed_flag,Completed Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.accuracy_unselects,Accuracy Unselects,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.accuracy_selects,Accuracy Selects,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.fk_user_agent_id,Fake User Agent Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.unselects,Unselects,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.adds,Adds,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.accuracy_deletes,Accuracy Deletes,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.edits,Edits,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.request_uuid,Request Uuid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.start_sku,Start Sku,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.ocr_attempt_flag,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.selects,Selects,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.fields_returned,Fields Returned,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.core_flag,Core Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.request_uuid_info_ty19.tto_segment_hybrid,Tto Segment Hybrid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.false_visit_ind,False Visit Indicator,<p>False Visit Indicator</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.page_group,Page Group,<p>Groups of landing page URLs. This will group all variations of URLs into individual buckets.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.tax_year,Tax Year,<p>Tax year of the associated data.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.tto_segment_hybrid_v2,TTO Segment hybrid,<p>TTO segment hybrid</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.campaign_id,Campaign ID,<p>ID used to join to dim_campaign</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.ltv_prediction,Latvia Prediction,<p>Latvia Prediction</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.vauth_flag,Vauth Flag,<p>Flag to determin if the auth is a successful Vauth.  Vauth is determined as someone who successfully pass MFA.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.platform_type,Platform Type,"<p>Operating System: Android, iOS, Stationary OS etc..</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.multifiler_timestamp,Multifiler Timestamp,"<p>Date of when the visitor became a multi device, determined if we see more then one login on multiple devices for an associated auth_id.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.device_type,Device Type,"<p>The device the person was using, i.e. Phone, Stationary etc..</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.app_type,App Type,"<p>Stationary Web, Mobile Web or Mobile App</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.first_multi_device_flag,First Multi Device Flag,<p>Flag to determine if the record is the 1st device seen in a auth's known devices.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.product_rollup,Product Rollup,<p>Groups the product sku into Paid or Free.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.metric_id,Metric ID,"<p>True ID associated with the metric_type.  Metric_type = ""session"" then metric_id = sesssion key,  metric_type = ""traffic"" then metric_id = visitor_id, metric_type = ""neauth"" then metric_id = auth_id, metric_type = ""start"" then metric_id = auth_id, metric_type = ""complete"" then metric_id = auth_id</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.user_agent_id,User Agent ID,<p>ID joined to dim_user_agent</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.prioritycode,Priority code,<p>Priority code</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.first_start_date_adj,First Start Date,"<p>Date of the first TTO start date of the Auth ID, will only be populated if metric_type = 'start'</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.tto_segment_hybrid,TTO Segment,"<p>Customer description based on the the time of auth.  Values = ""1st Year Returning"", ""New"", ""Skip Year"", ""Veteran Renewer"".  Metric_type = 'complete'</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.ffa_timestamp,FFA Timestamp,<p>Date when someone became a FFA customer.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agg_marketing_analytics.cid,Cid,<p>Campaign ID for the channel of credit of the metric type.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
