key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_rpt.retention_analytics_master_ytd.first_start_date_nextyear,First Start Date Next Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.product_rollup,Product Rollup,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.auth_not_complete,Auth Not Complete,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.total_revenue,Total Revenue,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.customer_key,Customer Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.start_sku,Start Sku,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.tto_flag,Tto Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.first_start_date,First Start Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.core_flag,Core Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.order_date_nextyear,Order Date Next Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.customer_definition,Customer Definition,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.tax_day,Tax Day,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.retained,Retained,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.accepted_efile,Accepted Efile,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.risk_flag,Risk Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master_ytd.fed_form_type,Fed Form Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.full_service_cst_engagement_status,Full Service Engagement Status,<p>Engagment Status for Full Service</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_auth.full_service_cst_duration,Full Service Customer Service Time,<p>Customer Service Time for Full Service users</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.engagement_id,Engagement Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.queue_leg_end_ts,Queue Leg End Timestamp,<p>Last end timestamp where leg_type='QUEUE' </p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.attempts_cnt,Attempts Count,<p>Indicates number of callback attempts to the customer; this is NOT a vetted field</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.queued_cnt,Queued Count,<p>count of a calls that waited in a queue </p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.offer_seq,Offer Sequence,"<p>Offer Sequence within one customer call flow; for example if a call is transferred it may have the same ""flow""(cc_id) but each call will be numbered using the offer_seq field</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.tax_year,Tax Year,<p>Tax Year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.queue_leg_start_ts,Queue Leg Start Timestamp,<p>Earliest timestamp where leg_type='QUEUE' </p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.sla_target_duration_seconds,Sociallikeadds Target Duration Seconds,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.src_segment_name,Source Segment Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.self_help_accepted_flg,Self Help Accepted Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.self_help_contained_flg,Self Help Contained Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.self_help_offered_flg,Self Help Offered Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.repeat_caller_minutes_between,Repeat Caller Minutes Between,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.matchmaking_enabled_flg,Matchmaking Enabled Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.repeat_caller_flg,Repeat Caller Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.profile_name,Profile Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.ctg_care_cct_interactions_vw.matchmaking_status,Matchmaking Status,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.completed_sku_name,Completed SKU Name,<p>The product SKU a user purchased in TTO (completed = paid for Credit Card user and E-file attempted for Refund Transfer users).</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.vauth_flag,Vauth Flag,<p>A binary indicator when the first_vauth_date is more recent than the first_assignment_timestamp.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.num_refund_transfer_attach_nbr,Number Refund Transfer Attach Number,<p>Total number of refunds or completes attached to a visitor.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.tts_assisted_cnt,TurboTax Self Employed Assisted Count,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.recipe_name,Recipe Name,<p>Unique recipe name referenced in the IXP platform</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.num_audit_defense_attach_ind,Number Audit Defense Attach Indicator,<p>The number of audit defense bundles a customer purchased</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_tax_tool.tax_year,Tax Year,<p>Tax Year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_tax_tool.load_date,Load Date,<p>System time of processing from source.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_tax_tool.taxtool_nextstepaction,Taxtool Next Step Action,"<p>A binary indicator that specifies if a visitor took a major next step action on a TaxTool or not. Read more tax articles, get started on a new tax tool, moved to PnP pages, and signed into product are considered major next step actions. TaxTool completes are currently only measured on W4 Calc and TaxCaster.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_tax_tool.taxtool_completes,Taxtool Completes,<p>A binary indicator that specifies if a visitor completed on a TaxTool (reached a summary screen) or not. TaxTool completes are currently only measured on W4 Calc and TaxCaster.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_tax_tool.taxtool_starts,Taxtool Starts,<p>A binary indicator that specifies if a visitor started on a TaxTool (reached the second section) or not. TaxTool starts are currently only measured on W4 Calc and TaxCaster.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_tax_tool.ivid,IVID,<p>ID of Visitor. Primary key (with tax_year) of this table.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_last_event.platform,Platform,"<p>ECS standard property used to capture the platform of the visitor's device - typically one of: ios, android, or web</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_last_event.ui_action,UI Action,<p>ECS standard property used to describe the action being taken in the UI</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_last_event.object_detail,Object Detail,<p>ECS standard property used to capture additional information about the object being acted upon in the clickstream event</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_last_event.object,Object,<p>ECS standard property referring to the object being acted on.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_last_event.action,Action,<p>ECS standard property used to describe the action being taken by the visitor</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_last_event.scope_area,Scope Area,<p>ECS standard property used to capture the name of a section of the site</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_ivid_last_event.ivid,IVID,<p>ID of Visitor. Primary key (with tax_year) of this table.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.platform,Platform,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.load_date,Load Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.dwh_update_datetime,Data Warehouse Update Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.scope_area,Scope Area,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.ui_action,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.event_ts,Event Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.dwh_creation_datetime,Data Warehouse Creation Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.pseudonym_id,Pseudonym Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.object,Object,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.ui_object,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.ui_object_detail,Ui Object Detail,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.agg_clickstream_auth_last_event.action,Action,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.required_take_flag_nextyear,Required Take Flag Next Year,<p>Tracks the required_take_flag for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.federal_revenue,Federal Revenue,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.max_revenue_attach_timestamp,Max Revenue Attach Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.ttl_name,Total Name,<p>Total name</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.auth_not_complete,auth not complete,<p>tax form column for auth not complete</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.first_start_date,First Start Date,<p>first date on which customer started filing tax for the given tax_year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.ca_refund_transfer_flag,Collapse Refund Transfer Flag,"<p>The Flag is set to 1 when a customer adds a Refund transfer service, only for a California resident</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.prs_score,Product recommendation score,<p>Product recommendation score</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.last_status,last status,<p>last efile status for federal filing</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.refund_transfer_revenue_nextyear,Refund Transfer Revenue Next Year,<p>Tracks the refund_transfer_revenue for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.efile_status_description_nextyear,Efile Status Description Next Year,<p>Tracks the efile_status_description for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.qb_subscription_attach_timestamp_nextyear,Qboa Subscription Attach Timestamp Next Year,<p>Tracks the qb_subscription_attach_timestamp for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.start_sku_rollup_nextyear,Start Sku Rollup Next Year,<p>Tracks the start sku rollup for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.channel_nextyear,Channel Next Year,<p>Tracks the channel for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.ca_max_flag,Company Max Flag,<p>This Flag is set to 1 when a customer (California resident) to adds a Max Bundle</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.plus_attach_timestamp,Plus Attach Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.fed_last_efile_status_code_id,Fed Last Efile Status Code Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.ca_audit_defense_revenue_nextyear,Company Audit Defense Revenue Next Year,<p>Tracks the ca audit defense revenue for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.plus_attach_timestamp_nextyear,Plus Attach Timestamp Next Year,<p>Tracks the plus attach timestamp for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.product_edition_description,product edition description,<p>product name description</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.non_ca_max_revenue,Non Company Max Revenue,<p>Amount paid by the customer (non California resident) to add a Max Bundle</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.num_care_contacts,Num Care Contacts,<p>number of times customer contacted CARE for support with tax filing</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.ca_max_revenue_nextyear,Company Max Revenue Next Year,<p>Tracks the ca max revenue for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.first_start_date_nextyear,First Start Date Next Year,<p>Tracks the first start date for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.customer_key,customer key,<p>hashed ssn</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.first_neauth_date,first neauth date,<p>the date of first auth</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.ttl_revenue,Total Revenue,<p>$ paid by the customer to attach TTL /expert review bundle</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.plus_name_nextyear,Plus Name Next Year,<p>Tracks the plus_name for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.plus_source_nextyear,Plus Source Next Year,<p>Tracks the plus_source for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.start_sku_nextyear,Start Sku Next Year,<p>Tracks the start_sku for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.neauth_tax_day,Neauth Tax Day,<p>Tax day on which customer logged on to turbo tax</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.customer_type,customer type,"<p>customer segments (new, existing, skip, first year ret)</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.plus_source,Plus Source,<p>Source where the order was place when attaching the plus bundle - tto or tt.com</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.qbtt_subscription_attach_timestamp_nextyear,Qbatest Subscription Attach Timestamp Next Year,<p>Tracks the Qbatest Subscription Attach Timestamp for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.create_timestamp,Create Timestamp,<p>Data warehouse creation timestamp</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.customer_definition,Customer Definition,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.ca_refund_transfer_attach_timestamp,Collapse Refund Transfer Attach Timestamp,<p>the date and time customer added/purchased a refund transfer service</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.refund_transfer_attach_timestamp,Refund Transfer Attach Timestamp,<p>the date and time customer added/purchased a refund transfer service</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.rt_flag,Rate Flag,<p>Rate flag</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.tax_year_lead,Tax Year Lead,<p>Next tax year for the customer</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.ca_max_flag_nextyear,Company Max Flag Next Year,<p>Tracks the ca_max_flag for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.plus_revenue,Plus Revenue,"<p>for ty17 there are 3 different plus bundles were offered to the customers, the amount paid by the customer for the bundle is maintained in this column</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.state_revenue_nextyear,State Revenue Next Year,<p>Tracks the state_revenue for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.audit_defense_revenue_nextyear,Audit Defense Revenue Next Year,<p>Tracks the audit_defense_revenue for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.tax_day,Tax Day,<p>Tax day in the year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.total_revenue_nextyear,Total Revenue Next Year,<p>Tracks the total_revenue for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.ca_refund_transfer_flag_nextyear,Collapse Refund Transfer Flag Next Year,<p>Tracks the ca_refund_transfer_flag for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.mindbender_flag_nextyear,Mindbender Flag Next Year,<p>Tracks the mindbender_flag for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.non_ca_refund_transfer_revenue_nextyear,Non Company Refund Transfer Revenue Next Year,<p>Tracks the non_ca_refund_transfer_revenue for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.audit_defense_flag_nextyear,Audit Defense Flag Next Year,<p>Tracks the audit_defense_flag for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.max_flag_nextyear,Max Flag Next Year,<p>Tracks the max_flag for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.mindbender_flag,Mindbender Flag,<p>Flag is set to 1 if a customer attached a PLUS Bundle in his order</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.qbtt_subscription_revenue,Qbatest Subscription Revenue,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.tto_flag_nextyear,Tto Flag Next Year,<p>Tracks the tax day for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.non_ca_max_flag_nextyear,Non California Max Flag Next Year,<p>Tracks the Non California Max Flag for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.retention_analytics_master.qb_subscription_revenue_nextyear,,<p>Tracks the qb subscription revenue for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
